Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Sample AF mean	Nucleus: Sample AF sum	Nucleus: Sample AF std dev	Nucleus: Sample AF max	Nucleus: Sample AF min	Nucleus: Sample AF range	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Sample AF mean	Cell: Sample AF std dev	Cell: Sample AF max	Cell: Sample AF min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Sample AF mean	Cytoplasm: Sample AF std dev	Cytoplasm: Sample AF max	Cytoplasm: Sample AF min
WJ_Scan1.qptiff - resolution #1	7507cc35-7e34-406c-a142-9849d0aa1ad9	Cell			Annotation	Polygon	1783.3	3846.3	14.75	14.9488	0.8294	5.537	3.5344	0.7528	51.8333	3421	10.8862	85	35	50	3.5303	233	0.6378	5	3	2	17.8182	1176	7.7953	47	10	37	27	1782	2.9036	34	22	12	79.2879	5233	1.078	82	77	5	36.75	23.9015	0.8084	8.8418	6.5218	0.5776	38.2403	16.5277	85	8	4.2532	1.9014	18	3	19.4545	11.2727	61	8	28.9935	4.954	45	22	79.6429	1.5111	85	77	28.0455	12.1058	56	8	4.7955	2.3152	18	3	20.6818	13.2105	61	8	30.4886	5.6201	45	24	79.9091	1.7263	85	77	0.4167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	aedc5a58-c2ce-4310-abe1-740057080db4	Cell			Annotation	Polygon	1789.9	3852.2	47.75	32.935	0.5532	11.5228	7.6219	0.8158	80.8534	15443	20.7897	149	33	116	7.8586	1501	5.4979	47	4	43	68.4869	13081	35.2454	219	18	201	31.8796	6089	4.5133	44	25	19	81.2618	15521	1.7931	87	78	9	135.75	50.7586	0.6621	18.7839	12.6283	0.7679	43.8741	31.7231	149	4	10.0274	17.0467	173	3	53.9526	41.6811	219	7	33.7007	5.9358	79	25	81.4307	2.4097	94	77	24.0896	13.7627	64	4	11.1877	20.6516	173	3	46.1765	42.807	209	7	34.6751	6.3667	79	26	81.521	2.6801	94	77	0.3455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	f7bf9cdb-ab05-41eb-ac12-d421761ad66f	Cell			Annotation	Polygon	1748.3	3851.9	46.5	30.6458	0.6222	11.7306	7.2381	0.7982	83.2251	15896	31.1412	164	25	139	5.8796	1123	2.8435	32	3	29	126.1204	24089	82.3436	242	25	217	38.5131	7356	10.3963	64	25	39	86.2618	16476	4.8855	98	80	18	174.5	52.5467	0.7942	17.8752	14.5108	0.5407	33.97	36.6934	164	2	5.0086	3.0235	41	2	71.7229	73.046	242	5	36.32	15.1124	186	16	84.3643	6.173	141	76	15.4872	15.3452	70	2	4.6817	3.0269	41	2	51.3104	57.2345	242	5	35.4971	16.4724	186	16	83.6523	6.4533	141	76	0.2672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	20838946-1bac-4e01-b3a1-4a9cd5d02452	Cell			Annotation	Polygon	1779.7	3852.5	26.5	19.7976	0.8496	7.3687	4.9497	0.6327	57.75	6237	12.3031	105	35	70	3.4815	376	0.555	5	3	2	32.3426	3493	17.196	108	11	97	28.0556	3030	2.798	34	23	11	79.7315	8611	1.265	83	77	6	72	32.2663	0.869	11.7955	7.8135	0.6838	34.5979	21.4112	105	4	3.3402	0.6831	5	2	25.646	17.1523	108	7	27.5464	4.5736	41	17	79.2577	1.9007	85	75	20.9344	11.649	49	4	3.2568	0.7373	5	2	21.694	15.894	89	7	27.2459	5.337	41	17	78.9781	2.1457	85	75	0.3599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ad9d47e5-c41c-42b3-b316-facf6107633f	Cell			Annotation	Polygon	1705.8	3852.5	20	17.3416	0.8357	7.0757	3.5087	0.8585	65.988	5477	19.1735	120	35	85	6.0723	504	2.5509	19	4	15	18.0241	1496	4.1672	27	11	16	39.2892	3261	7.8562	62	29	33	86.6265	7190	2.9205	95	82	13	87.5	36.6588	0.8182	12.8105	9.6877	0.5435	33.9547	23.5012	120	7	8.5297	3.3549	22	4	13.1671	5.2508	34	6	72.6827	34.7791	151	29	96.7111	10.7704	121	82	24.1074	14.0255	75	7	9.2852	3.2107	22	4	11.6741	4.6118	34	6	82.9482	33.3788	151	34	99.8111	10.4004	121	83	0.2213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	34b2afa0-2880-47df-829c-2802d963c2c3	Cell			Annotation	Polygon	1697.1	3854.8	15.5	13.8589	1	4.6446	4.0249	0.4893	65.1429	4104	18.4844	125	33	92	6.0952	384	1.864	10	4	6	13.2698	836	2.9083	25	9	16	58.5714	3690	17.4723	99	34	65	92.5873	5833	5.195	103	85	18	74.25	33.6516	0.8239	13.0307	8.7989	0.7072	30.6221	23.2512	125	7	8.8328	3.0497	14	4	10.9699	3.8394	30	6	87.5084	31.5735	136	34	101.3211	9.3699	116	85	21.4068	13.8076	80	7	9.5636	2.8865	14	4	10.3559	3.8294	30	6	95.233	29.9865	136	35	103.6525	8.849	116	85	0.1987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	d769f738-871e-4fca-9cc5-6e7bb6a6f593	Cell		8 IGM	Annotation	Polygon	1770.8	3852.2	13.5	13.8796	0.8806	5.3267	3.4086	0.7413	109.1695	6441	28.9763	176	50	126	10.5932	625	3.1901	19	4	15	237.1017	13989	21.1869	246	162	84	58.2881	3439	10.3708	79	38	41	95.339	5625	4.5924	105	87	18	63.5	31.038	0.8283	11.2727	7.74	0.7721	37.3615	43.1835	176	3	6.5885	5.5546	44	1	106.7077	92.3653	246	7	37.6885	16.0931	79	15	85.1038	7.7828	105	74	16.2836	14.2764	85	3	5.4129	5.5573	44	1	68.4328	66.5572	244	7	31.6418	11.9277	76	15	82.0995	5.6877	103	74	0.2088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	5f1243b2-8e5a-478e-8ac8-7e962f45d5a1	Cell			Annotation	Polygon	1728.2	3855.6	22.25	17.2981	0.9344	5.9996	5.1002	0.4787	39.9674	3677	9.1176	71	18	53	6.9565	640	2.5802	21	5	16	44.9457	4135	16.2361	108	19	89	44.4783	4092	4.4856	66	38	28	87.5109	8051	1.607	95	84	11	106.75	41.3421	0.7849	15.2207	10.5414	0.7474	17.9089	14.0382	71	4	6.0678	2.8371	21	2	19.215	16.8054	108	6	52.5584	28.4597	138	21	89.3061	8.8552	116	79	11.869	7.6416	42	4	5.8244	2.8592	14	2	12.1696	7.5345	53	6	54.7708	31.6872	138	21	89.7976	9.9056	116	79	0.1995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	67c9a90f-99a6-4a9b-bc83-492537f98d88	Cell		8 IGM	Annotation	Polygon	1766	3856.7	20.25	17.9155	0.7928	6.7206	4.4833	0.7142	119.7386	10537	36.0286	222	57	165	8.0114	705	2.1682	14	4	10	206.4432	18167	62.6235	245	32	213	50.1705	4415	10.8725	85	32	53	91.6136	8062	6.2061	111	80	31	54	28.1386	0.857	10.2371	6.8618	0.7542	69.0724	49.9868	222	9	6.629	2.3699	14	2	158.5475	83.396	245	19	45.5656	11.4333	85	23	88.7511	6.343	111	78	35.5489	21.5686	96	9	5.7143	2.0359	14	2	126.8571	80.4084	245	19	42.5188	10.7918	84	23	86.8571	5.709	107	78	0.3753	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	75926d3f-2b46-48bd-8f4a-88d0aecd1041	Cell			Annotation	Polygon	1756.6	3857.2	14.5	15.9503	0.7162	5.9561	3.609	0.7672	67.4677	4183	13.1769	106	42	64	3.4194	212	0.6906	6	3	3	27.371	1697	9.875	59	13	46	27.0806	1679	4.2438	42	21	21	80.1452	4969	1.8093	85	77	8	52.25	28.9426	0.7838	11.3481	5.9896	0.8514	35.088	26.1366	106	3	3.5185	1.0114	8	2	26.963	19.7715	168	10	28.6898	6.1954	45	19	80.5324	2.4302	88	76	22.0519	17.17	74	3	3.5584	1.1143	8	2	26.7987	22.5908	168	10	29.3377	6.7293	45	19	80.6883	2.6285	88	76	0.2668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	43f7422b-1904-4f92-ac7f-bf8f33335da7	Cell			Annotation	Polygon	1797.7	3859.4	29.75	23.8762	0.6558	9.4277	4.5403	0.8975	43.9606	5583	13.2476	105	22	83	3.5906	456	1.4106	8	2	6	18.126	2302	5.049	36	10	26	28.3386	3599	10.3963	61	19	42	77.8898	9892	2.4535	88	75	13	169.75	50.5659	0.8343	19.458	11.4411	0.8155	19.8223	16.1929	105	3	7.9148	6.9537	41	2	13.6593	6.1864	45	6	70.768	55.0597	255	18	92.6975	22.9807	205	74	14.2888	10.8608	58	3	8.9061	7.3299	41	2	12.6354	5.9683	45	6	80.4946	56.5238	255	18	96.0921	24.21	205	74	0.1795	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	fade7917-c65a-4fda-89e2-9e311cdfd31f	Cell		8 IGM	Annotation	Polygon	1775.9	3863	36.25	23.9744	0.7925	9.1718	5.1713	0.8512	99.7947	15069	25.1094	161	51	110	7.5894	1146	2.2428	16	5	11	206.3444	31158	48.1758	246	77	169	47.6887	7201	9.9781	90	33	57	90.2715	13631	5.0106	109	81	28	151.25	46.132	0.8931	17.1549	11.3137	0.7187	42.3912	38.0834	161	4	5.1882	2.4169	16	2	103.1866	89.4951	246	7	37.9509	11.2386	90	22	84.3093	5.8806	109	75	23.5478	16.7796	85	4	4.4	1.8974	14	2	69.3239	72.359	246	7	34.7543	9.6894	83	22	82.3522	4.7138	106	75	0.2365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	d85115ca-ac12-4fe9-9131-636acbd3da36	Cell			Annotation	Polygon	1830.5	3860.3	30	20.0929	0.9338	7.1021	5.4423	0.6126	46.9675	5777	8.5122	84	29	55	5.4553	671	1.118	8	3	5	19.9756	2457	17.705	124	7	117	53.0081	6520	10.7821	79	37	42	84.2276	10360	3.4825	94	78	16	82	38.366	0.7001	15.7073	7.0504	0.8857	26.8855	17.4194	84	8	7.753	2.1763	12	3	13.25	12.3073	124	7	75.8675	21.3689	108	37	90.3946	6.0684	100	78	15.067	7.845	46	8	9.1053	1.3582	12	5	9.2919	3.8326	43	7	89.3206	12.9462	108	48	94.0239	3.9704	100	81	0.3562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	7ed7c343-db9a-4c44-848d-d844159e01e8	Cell			Annotation	Polygon	1820.9	3859	17	16.7329	0.763	6.3083	4.0088	0.7784	43.1644	3151	9.8503	83	27	56	6.8767	502	1.3738	10	5	5	28.137	2054	14.9418	83	11	72	62.1918	4540	12.2788	86	43	43	87.2877	6372	3.7174	96	81	15	95.5	37.0881	0.8725	13.2114	9.772	0.6722	18.5948	14.5162	83	5	8.0519	1.6902	12	4	13.3506	10.6953	83	5	76.7195	17.8642	109	38	92.1273	5.5059	109	79	12.8462	7.9291	57	5	8.3269	1.6402	12	4	9.891	5.1211	49	5	80.1186	17.2627	109	38	93.2596	5.239	109	79	0.1733	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	4254200d-1f21-4fda-9f07-dbaa0a12c972	Cell			Annotation	Polygon	1728.7	3864.6	30.75	21.9243	0.8039	7.7235	5.5472	0.6754	65.375	8368	24.9052	151	32	119	5.625	720	1.3102	10	3	7	24.8828	3185	9.784	68	11	57	48.5938	6220	12.4682	87	33	54	88.4375	11320	4.3575	101	81	20	123.75	43.2913	0.8298	16.1565	10.9718	0.7699	28.6627	26.7509	151	2	6.8503	3.6375	15	2	15.4471	11.1767	78	4	66.8962	38.5738	145	21	93.521	11.76	117	78	16.0643	11.2774	55	2	7.2708	4.0626	15	2	12.2091	9.6992	78	4	73.1769	42.3323	145	21	95.2654	12.9406	117	78	0.2515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	b75613f2-58f7-481e-ac0b-94b9f2d162bf	Cell			Annotation	Polygon	1761.5	3864.7	27	18.9698	0.9429	6.3572	5.7076	0.3257	81.2946	9105	17.0847	136	43	93	3.9286	440	0.9174	8	3	5	34.125	3822	19.3638	104	10	94	28.2946	3169	3.3548	39	23	16	80.1964	8982	1.3277	83	77	6	127.25	41.7309	0.9182	14.5295	11.9495	0.5984	28.8865	30.9123	136	3	3.8434	0.9177	10	2	29.3249	35.2751	227	6	30.3503	6.0049	49	19	80.5323	2.4983	90	75	14.1754	12.377	71	3	3.8195	0.9175	10	2	27.9774	38.4918	227	6	30.9273	6.4455	49	19	80.6266	2.7323	90	75	0.2072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	285f19e8-34c1-47be-8e24-f5206eca8137	Cell			Annotation	Polygon	1824	3868.3	26.25	23.2199	0.6118	9.2483	4.8995	0.8713	59.6667	6444	16.8883	101	32	69	6.0093	649	1.3149	11	4	7	24.6296	2660	13.2387	106	9	97	51.3333	5544	8.2405	83	39	44	83.7315	9043	2.3939	91	79	12	96	37.5265	0.8567	13.2914	9.8459	0.5975	26.5142	23.9119	101	3	6.7881	2.4751	15	1	14.2351	11.742	106	4	62.8088	24.0629	107	17	86.2713	6.8144	100	73	13.681	9.5846	53	3	7.0896	2.7411	15	1	10.2115	8.1091	70	4	67.2509	26.5871	107	17	87.2545	7.6678	100	73	0.2761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	0873cf6c-226e-457f-99bc-cfb90c9b1d27	Cell			Annotation	Polygon	1698.8	3866.4	38.25	23.0341	0.9059	7.5538	6.8657	0.2705	40.9304	6467	13.0824	96	20	76	7.2025	1138	1.6959	13	5	8	16.5063	2608	10.5061	55	6	49	67.519	10668	17.309	116	44	72	94.8987	14994	5.5041	110	87	23	159.25	48.4677	0.8519	17.2316	12.5	0.6278	18	15.198	96	4	8.7192	2.4955	14	4	10.092	6.5469	55	5	85.8144	26.4852	141	43	100.585	8.1903	121	86	10.499	4.7122	40	4	9.2153	2.5162	14	4	7.9938	1.7493	20	5	91.7992	26.2336	141	43	102.4451	8.0707	121	86	0.2417	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	c7189bf6-dc89-4717-8724-aef1e91e1ebc	Cell			Annotation	Polygon	1737.3	3869.6	32.25	20.5317	0.9614	7.2433	5.9023	0.5732	68.4737	9107	17.6066	135	43	92	6.7669	900	4.4855	42	3	39	18.5263	2464	6.6522	43	9	34	44.1955	5878	12.0927	75	28	47	85.5789	11382	3.8538	96	79	17	132.25	44.2411	0.8491	16.2995	11.2379	0.705	25.7921	27.1945	135	3	8.0543	6.4778	62	2	11.633	10.5315	118	4	49.985	19.1054	119	22	86.7921	5.7467	107	77	11.6359	8.7474	45	3	8.4813	6.9671	62	2	9.3466	10.59	118	4	51.9052	20.5739	119	22	87.1945	6.201	107	77	0.238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	6c50b8ad-e816-4c47-8f7b-e0464c18b17a	Cell			Annotation	Polygon	1785	3871.1	52	28.9613	0.7791	10.8502	6.806	0.7582	83.4576	17693	21.7934	165	41	124	4.0425	857	1.4775	10	2	8	49.6981	10536	43.0296	239	9	230	32.4717	6884	8.6973	66	24	42	80.6132	17090	3.1187	93	76	17	143.25	52.5668	0.6515	20.3503	12.7186	0.822	42.0955	36.6288	165	3	4.2934	2.1122	12	1	34.1059	42.5483	248	5	38.5469	20.9793	121	18	81.9792	6.3377	105	74	18.0055	16.3732	70	3	4.4396	2.3959	12	1	25.0247	39.5818	248	5	42.0852	24.8817	121	18	82.7747	7.4998	105	74	0.3622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	3583db07-b3db-461b-9da6-e37f52cad891	Cell			Annotation	Polygon	1813.3	3870.9	32.5	20.9795	0.9279	7.3283	5.5913	0.613	45.6241	6068	10.5131	83	24	59	6.7368	896	1.2486	10	4	6	20.4211	2716	11.6458	78	8	70	62.8571	8360	11.8681	91	40	51	86.9248	11561	3.2207	95	81	14	164.75	47.4273	0.9204	16.2062	12.8372	0.6029	15.787	16.5083	83	2	5.864	2.3951	11	2	12.4094	12.9725	124	4	55.4245	23.3328	107	19	85.1571	6.4949	99	73	8.2854	5.737	35	2	5.6446	2.5596	11	2	10.3951	12.5114	124	4	53.5558	25.0785	107	19	84.7127	7.0165	99	73	0.1934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	6cca90a0-6f21-4898-90cf-d359e8d5782f	Cell			Annotation	Polygon	1794.6	3873.7	31.5	25.2505	0.6208	8.5299	5.4324	0.8284	56.6535	7195	12.5067	92	37	55	5.7402	729	1.7422	10	3	7	34.8189	4422	28.2456	161	10	151	50.5984	6426	17.1072	95	30	65	84.7323	10761	5.2711	98	77	21	140	47.0893	0.7934	16.7091	10.5	0.7342	22.1545	21.8994	92	2	6.5293	2.9959	13	1	19.611	24.7018	202	3	62.3499	28.7968	116	16	87.9858	8.1036	104	74	12.1055	11.2071	65	2	6.7592	3.2376	13	1	15.1812	21.6805	202	3	65.7729	30.5701	116	16	88.9335	8.5324	104	74	0.219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	ec7c90b5-a370-4f4e-ad4d-73f5b7b7f35c	Cell			Annotation	Polygon	1830.4	3875.6	17.75	18.0103	0.6876	7.0565	3.7044	0.8815	51.0274	3725	13.0171	89	31	58	5.4795	400	1.6424	9	3	6	12.0274	878	2.9485	22	7	15	52.726	3849	13.7035	81	32	49	83.0548	6063	4.0582	93	76	17	84.5	36.7485	0.7863	14.1128	7.9238	0.8126	25.177	17.9633	89	7	6.7316	2.2045	10	2	10.0885	3.9311	40	6	65.1268	21.2511	101	21	86.4366	6.232	100	72	18.0827	11.4424	74	7	7.0752	2.217	10	2	9.5564	4.0036	40	6	68.5301	21.7026	101	21	87.3647	6.4068	100	72	0.2052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	0eec04a7-8da9-4f94-9c18-bd8434a8f313	Cell			Annotation	Polygon	1705.5	3876.8	33	20.8631	0.9527	7.3717	5.5956	0.6464	56.2015	7531	12.4204	97	33	64	7.0149	940	1.5511	11	4	7	16.1866	2169	7.23	52	8	44	67.597	9058	17.1048	117	43	74	93.7985	12569	5.6539	113	85	28	165	47.6899	0.9117	16.4027	13.9028	0.4876	21.27	19.0143	97	4	9.3801	2.3922	15	4	10.8959	4.9269	52	6	92.9306	24.6685	145	43	100.9532	7.3492	118	85	12.4215	5.1307	41	4	9.9792	2.1885	15	5	9.5558	2.8922	36	6	99.3478	22.0259	145	53	102.7656	6.5867	118	88	0.1981	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WJ_Scan1.qptiff - resolution #1	c19b9986-3b30-4f7c-b972-327ea7fe220f	Cell			Annotation	Polygon	1778.4	3879	38.5	22.143	0.9867	7.3418	6.6762	0.3708	51.3806	7964	14.0977	91	26	65	5.529	857	1.7407	11	3	8	20.9871	3253	7.7006	49	8	41	51.2968	7951	17.7318	101	30	71	84.6968	13128	5.3457	100	78	22	155	46.2578	0.9103	17.0067	12.1934	0.7083	21.5321	19.7769	91	6	8.0689	2.4317	14	3	12.883	8.0843	71	6	78.5577	25.2777	139	30	93.0128	7.5056	115	78	11.6674	7.9165	65	6	8.9083	2.008	14	5	10.2047	6.2087	71	6	87.5672	20.4852	139	45	95.7612	5.9257	115	83	0.2441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
