Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 570 (C2) mean	Nucleus: Opal 570 (C2) sum	Nucleus: Opal 570 (C2) std dev	Nucleus: Opal 570 (C2) max	Nucleus: Opal 570 (C2) min	Nucleus: Opal 570 (C2) range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Sample AF (C5) mean	Nucleus: Sample AF (C5) sum	Nucleus: Sample AF (C5) std dev	Nucleus: Sample AF (C5) max	Nucleus: Sample AF (C5) min	Nucleus: Sample AF (C5) range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 570 (C2) mean	Cell: Opal 570 (C2) std dev	Cell: Opal 570 (C2) max	Cell: Opal 570 (C2) min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Sample AF (C5) mean	Cell: Sample AF (C5) std dev	Cell: Sample AF (C5) max	Cell: Sample AF (C5) min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 570 (C2) mean	Cytoplasm: Opal 570 (C2) std dev	Cytoplasm: Opal 570 (C2) max	Cytoplasm: Opal 570 (C2) min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Sample AF (C5) mean	Cytoplasm: Sample AF (C5) std dev	Cytoplasm: Sample AF (C5) max	Cytoplasm: Sample AF (C5) min	Nucleus/Cell area ratio
WK_Scan1.qptiff - resolution #1	f9e7f687-6f88-4a52-b572-c4b28fe0557d	Cell			Annotation	Polygon	8645.2	2518.4	35.5	22.1892	0.9061	8.3188	5.7399	0.7085	58.8912	8657	11.0516	91	29	62	7.2313	1063	2.9425	17	3	14	16.4218	2414	10.9844	71	7	64	66.7687	9815	23.4708	132	34	98	84.2789	12389	7.8302	108	72	36	128.75	43.4981	0.8551	16.8493	10.5977	0.7831	26.0677	22.6823	91	2	8.8859	3.85	17	1	10.2476	7.2535	71	3	88.5667	38.4224	159	16	92.4642	13.6324	119	66	13.027	8.4497	54	2	9.5432	3.9721	16	1	7.7946	2.1479	17	3	97.227	39.7735	159	16	95.7162	14.0827	119	66	0.276
WK_Scan1.qptiff - resolution #1	1d1cffc7-6e78-4034-a852-d9f1ce4e17e7	Cell		11 EGM	Annotation	Polygon	8636.9	2519.8	22.75	17.7192	0.9105	6.5869	4.2738	0.7481	63.413	5834	15.0232	110	42	68	29.2935	2695	35.1445	188	5	183	26.4022	2429	22.8671	111	9	102	30.5652	2812	6.4762	59	23	36	71.7391	6600	2.3387	80	67	13	55	30.0749	0.7641	11.9731	6.7245	0.8541	38.6368	25.9406	110	2	19.7265	26.7984	188	1	26.1839	31.356	163	3	36.9776	20.6632	143	15	73.3139	5.4608	104	63	21.2366	15.8628	56	2	13.0076	15.8597	110	1	26.0305	36.2341	163	3	41.4809	25.4997	143	15	74.4198	6.6413	104	63	0.4032
WK_Scan1.qptiff - resolution #1	8745ed68-bb3b-4d82-8811-48064a06829b	Cell			Annotation	Polygon	8576.1	2518.8	24.5	17.4982	1	6.0723	5.1855	0.4077	39.7374	3934	7.3825	55	26	29	8.4444	836	2.9215	14	4	10	14.2222	1408	14.4727	100	7	93	80.8485	8004	32.3981	171	38	133	86.3333	8547	10.9591	114	70	44	87	36.733	0.8102	14.4974	8.6069	0.8148	22.5874	12.6082	55	4	10.8138	4.3235	26	4	13.8395	12.8041	100	5	104.7593	52.1993	189	24	93.2779	16.9954	122	64	15.796	6.1215	34	4	11.752	4.4327	26	4	13.688	12.1082	80	5	114.228	55.4768	189	24	96.028	18.1563	122	64	0.2665
WK_Scan1.qptiff - resolution #1	d249469d-62d2-4357-ac75-8b530816520f	Cell			Annotation	Polygon	8596.1	2518	13	16.8682	0.5741	7.164	2.6862	0.9274	46	2622	9.3178	65	28	37	5.1228	292	2.543	19	3	16	31.2807	1783	19.9819	69	8	61	38.6491	2203	5.9145	61	30	31	69.7895	3978	4.1306	90	66	24	74.75	32.654	0.8809	12.1938	8.5639	0.722	25.0397	16.257	65	2	4.9503	4.5707	38	1	21.8113	16.2012	69	4	35.7682	9.7285	66	19	68.8245	3.8544	90	61	20.1633	13.4014	54	2	4.9102	4.9274	38	1	19.6082	14.3645	68	4	35.098	10.3119	66	19	68.6	3.7607	78	61	0.1776
WK_Scan1.qptiff - resolution #1	b19993aa-bbeb-447d-8a57-ba3906387f52	Cell			Annotation	Polygon	8621	2519.1	12.75	13.1604	0.9251	4.5226	3.64	0.5728	33.8704	1829	12.7783	72	17	55	2.1852	118	0.5167	3	1	2	8.5556	462	2.7173	16	5	11	22.3889	1209	2.3825	29	19	10	60.6481	3275	1.9148	65	57	8	66	31.8872	0.8157	12.3391	7.5655	0.7667	13.2649	13.1488	72	2	2.7313	0.9173	6	1	7.3657	5.1167	43	3	27.2873	7.3731	49	16	62.6493	3.2378	78	57	8.0654	6.4258	30	2	2.8692	0.9453	6	1	7.0654	5.5255	43	3	28.5234	7.6886	49	16	63.1542	3.3102	78	57	0.1802
WK_Scan1.qptiff - resolution #1	aa323d55-04c1-475f-8f4b-5cf6c916b5a7	Cell			Annotation	Polygon	8668.4	2521.5	11.5	13.7664	0.7626	5.5918	2.743	0.8751	63.4082	3107	12.5697	89	38	51	7.6735	376	2.9039	16	4	12	20.7551	1017	11.826	86	11	75	73.2041	3587	21.9649	114	38	76	90.6327	4441	7.0966	105	77	28	30.5	27.14	0.5203	11.8451	4.5683	0.9262	35.0161	25.2361	89	7	11.3871	5.6377	42	4	32.0323	35.6473	226	9	88.3468	32.5099	153	38	95.1936	11.2378	120	77	16.4667	8.5777	44	7	13.8133	5.68	42	5	39.4	43.3845	226	9	98.24	34.5362	153	50	98.1733	12.4286	120	80	0.3671
WK_Scan1.qptiff - resolution #1	ced31fc0-9cfc-4ad1-aabb-de30128a5ada	Cell			Annotation	Polygon	8571	2524.6	32.5	25.5894	0.6237	10.1929	4.6803	0.9264	43.3504	5939	11.4131	70	19	51	7.7883	1067	3.6611	26	2	24	23.635	3238	25.0279	146	4	142	58.1314	7964	21.736	102	17	85	79.1898	10849	8.1408	96	62	34	121.75	45.7617	0.7306	16.2057	10.7131	0.8051	20.4114	17.5793	70	2	7.778	6.2248	47	1	19.6212	33.0892	249	3	55.501	38.3225	182	13	77.9572	13.9885	121	60	11.5339	9.7739	39	2	7.774	6.973	47	1	18.0678	35.6346	249	3	54.4831	43.0446	182	13	77.4802	15.6611	121	60	0.2671
WK_Scan1.qptiff - resolution #1	e7007104-bc24-4352-98c6-1f0d21d776a2	Cell			Annotation	Polygon	8630.3	2523.7	27	18.9695	0.9429	6.7543	5.4341	0.5364	80.6667	8954	20.3646	127	42	85	4.5586	506	2.9532	21	2	19	11.2613	1250	3.5668	26	7	19	30.2072	3353	6.8571	58	20	38	66.5045	7382	4.3691	83	59	24	103.75	39.2827	0.8449	14.6854	9.4281	0.7559	34.2518	30.9875	127	4	10.0903	14.0527	105	2	14.5891	13.6568	135	4	56.4964	38.7155	154	20	76.0879	16.6493	117	58	17.6323	10.3214	50	4	12.071	15.8235	105	2	15.7806	15.6069	135	4	65.9097	41.0295	154	22	79.5194	18.0326	117	58	0.2546
WK_Scan1.qptiff - resolution #1	f5590a32-6092-43fa-adaa-ae84fc05dd96	Cell			Annotation	Polygon	8654.6	2524.2	32.75	20.6647	0.9637	7.3539	5.7454	0.5777	68.9701	9242	13.9892	101	36	65	7.5746	1015	3.1129	24	3	21	14.2985	1916	5.9975	43	8	35	75.2388	10082	26.9999	144	35	109	90.2761	12097	10.2776	115	73	42	147	45.8817	0.8775	16.7531	12.4698	0.6028	27.0761	24.382	101	2	10.5127	3.6195	24	1	10.2572	4.2592	43	3	107.1574	36.032	167	19	100.4196	12.7759	122	69	14.7921	6.7169	50	2	11.3742	3.2931	18	1	9.0722	2.6026	24	3	116.5164	32.8639	167	19	103.3939	11.8861	122	69	0.2198
WK_Scan1.qptiff - resolution #1	a3daf6ed-3f23-496f-a6e8-d7c5818a6199	Cell			Annotation	Polygon	8561.7	2526.5	22.25	16.7809	0.9929	5.6756	4.9504	0.4545	55.3077	5033	14.3478	89	31	58	9.4505	860	2.5788	15	5	10	16.8571	1534	6.322	38	9	29	94.3956	8590	29.27	147	49	98	93.1538	8477	10.8872	112	74	38	91.75	36.1304	0.8832	13.3563	8.6046	0.7116	25.8649	19.3065	89	4	12.3514	3.4138	19	3	19.0405	17.9163	156	6	119.9622	31.0273	162	37	102.8973	11.5646	120	73	16.2616	7.1966	46	4	13.2975	3.1085	19	3	19.7527	20.2745	156	6	128.3011	26.7714	162	37	106.0753	9.8961	120	73	0.2347
WK_Scan1.qptiff - resolution #1	e7e10e5a-2c63-4e3b-8303-e2c9295be6ed	Cell			Annotation	Polygon	8596.5	2530.6	66.25	39.0164	0.5469	15.4114	6.9522	0.893	76.9925	20557	21.4858	141	30	111	4.9026	1309	1.5959	14	2	12	14.0412	3749	8.1024	72	6	66	41.4981	11080	14.2964	97	22	75	71.206	19012	5.734	93	60	33	205.25	56.7874	0.7998	21.8756	13.0448	0.7816	37.4879	32.1525	141	3	6.4589	2.3185	14	2	16.192	25.3199	252	4	57.9758	22.663	108	20	77.1836	8.6466	96	60	18.6863	14.4632	72	3	7.1996	2.2415	12	2	17.2157	30.2047	252	4	65.8182	21.6874	108	20	80.0285	8.3456	96	63	0.319
WK_Scan1.qptiff - resolution #1	9f05a1a6-d70b-49aa-9316-6e4b50adb40f	Cell			Annotation	Polygon	8602	2521.8	10	11.0377	1	3.97	2.8359	0.7099	68.125	2725	12.4822	91	42	49	5.1	204	2.2509	14	3	11	81.675	3267	33.9248	162	35	127	37.2	1488	8.6029	55	25	30	69.8	2792	4.0268	78	63	15	32.5	22.8907	0.7794	8.6212	5.2769	0.83	40.4701	21.5475	91	11	4.7537	1.925	14	2	52.0821	41.1215	162	6	39.1119	10.4498	63	21	69.7687	4.9264	83	60	28.7021	11.3903	57	11	4.6064	1.7611	13	2	39.4894	37.3993	152	6	39.9255	11.0854	63	21	69.7553	5.2827	83	60	0.2638
WK_Scan1.qptiff - resolution #1	714b4ec4-1a0a-4304-8150-34581eec6843	Cell			Annotation	Polygon	8608.2	2525.7	23.5	17.8143	0.9306	6.306	5.143	0.5027	57.6771	5537	11.1671	87	31	56	6.8021	653	4.126	32	4	28	31.3125	3006	19.2071	93	11	82	35.0625	3366	4.1948	46	28	18	67.4271	6473	2.3113	74	63	11	93	37.1813	0.8454	13.3621	9.909	0.5995	26.7346	21.8647	87	3	5.2547	2.6734	32	1	25.8606	20.77	111	4	37.008	6.7088	50	17	67.8525	2.7459	75	60	16.0108	12.3689	66	3	4.7184	1.6286	9	1	23.9711	20.9891	111	4	37.6823	7.2687	50	17	68	2.8704	75	60	0.2445
WK_Scan1.qptiff - resolution #1	ffdd26cf-db22-4708-9d1f-13e06b257f90	Cell			Annotation	Polygon	8664.3	2526.4	13.75	13.4693	0.9524	4.8348	3.7649	0.6932	46.7586	2712	13.5327	99	21	78	34.9483	2027	20.5507	102	9	93	76.069	4412	64.4616	255	11	244	61.3103	3556	21.234	115	39	76	88.2759	5120	8.9282	109	75	34	73.5	33.3146	0.8322	11.7051	8.7827	0.7076	19.8792	15.1099	99	4	18.6644	14.7311	102	3	32.5436	49.0581	255	5	105.5067	48.6135	232	33	101.5403	17.0947	147	74	13.3833	4.7254	33	4	14.7292	9.4363	86	3	22.025	37.8006	255	5	116.1875	47.3357	232	33	104.7458	17.0622	147	74	0.1821
WK_Scan1.qptiff - resolution #1	3787eb23-7f1c-4c1d-bb83-0b8b74aedbbc	Cell		11 IGM	Annotation	Polygon	8621	2529.8	63.25	37.7331	0.5582	11.2088	9.6222	0.4401	71.6825	18064	16.597	108	36	72	4.9286	1242	2.143	18	1	17	91.0675	22949	72.8597	255	7	248	34.2976	8643	9.0242	53	14	39	67.0476	16896	4.8489	78	56	22	176	52.8167	0.7928	19.4247	13.5005	0.6806	37.4099	28.8827	108	3	5.1789	2.6541	18	1	48.3113	57.4362	255	4	40.0366	20.0875	125	11	68.3732	7.3468	99	56	18.5524	11.7826	61	3	5.3166	2.8901	14	1	24.786	25.2921	207	4	43.1943	23.5187	125	11	69.1026	8.326	99	57	0.3469
WK_Scan1.qptiff - resolution #1	a6953863-6a9c-4522-b66b-c3084d82cd49	Cell			Annotation	Polygon	8551.3	2529.1	36	21.3443	0.993	7.0463	6.4073	0.4302	58.1973	8555	10.619	82	35	47	8.8707	1304	1.7528	13	6	7	28.9184	4251	19.7583	117	9	108	76.5578	11254	17.1672	117	47	70	86.9932	12788	6.0574	102	75	27	142.75	45.5926	0.863	15.9242	12.1901	0.5706	27.087	19.8113	82	10	12.2139	3.0124	17	4	19.7496	15.6058	117	7	111.7183	30.496	163	29	99.7339	11.4685	122	69	16.4019	6.4356	63	10	13.3621	2.4451	17	4	16.6005	12.4506	110	7	123.7944	24.0339	163	29	104.1098	9.4438	122	69	0.2453
WK_Scan1.qptiff - resolution #1	c7735841-d719-4d6d-aad9-6dcc027b0e14	Cell			Annotation	Polygon	8642	2533.9	46.25	27.0957	0.7916	10.1384	7.2353	0.6538	51.0159	9642	13.4846	96	26	70	8.5556	1617	2.3528	28	5	23	30.6561	5794	25.1832	147	7	140	82.7249	15635	17.7152	128	50	78	93.7037	17710	6.6714	112	81	31	208.5	53.6579	0.91	18.5812	15.1758	0.4143	22.9869	17.1846	96	2	11.3274	5.4334	79	2	16.0263	15.5482	147	3	106.7085	27.7273	156	20	101.6368	10.189	120	68	14.8117	5.6843	39	2	12.1358	5.7999	79	2	11.7593	6.8794	53	3	113.7037	26.1755	156	20	103.9506	9.8723	120	68	0.2184
WK_Scan1.qptiff - resolution #1	9d0ffaa2-d1fe-4ae1-883c-6b5390e40dbf	Cell			Annotation	Polygon	8582.3	2535.3	40.5	23.9834	0.8848	8.5366	6.6078	0.5361	39.8909	6582	9.0588	58	23	35	11.3939	1880	1.959	16	8	8	12.1818	2010	4.5522	30	8	22	106.8121	17624	17.9306	148	75	73	97.8364	16143	6.8113	113	84	29	218.25	53.0557	0.9743	17.7984	15.7921	0.4049	18.5154	12.5874	58	2	11.1049	3.7442	25	1	9.4641	4.6924	36	3	101.1722	33.6551	159	14	94.9544	12.545	117	62	13.5618	6.7584	43	2	11.0379	4.0451	25	1	8.8343	4.4985	36	3	99.8652	36.2252	159	14	94.2865	13.4471	117	62	0.1834
WK_Scan1.qptiff - resolution #1	3102fdbc-6f46-4e55-bc0d-447722c288a0	Cell			Annotation	Polygon	8614	2537.2	22.5	17.9194	0.8805	6.472	4.5	0.7269	90.7174	8346	19.8911	125	49	76	4.0109	369	0.832	6	2	4	61.8261	5688	44.0498	211	16	195	29.0543	2673	4.7656	44	22	22	66.6957	6136	2.1725	72	63	9	75.5	36.2833	0.7207	14.6014	6.6859	0.902	42.9574	37.265	125	3	5.1541	1.6521	12	2	32.6787	34.3114	211	5	41.3377	15.925	116	19	70.0164	5.5265	96	62	22.3286	20.101	113	3	5.6479	1.6747	12	2	20.0892	18.0924	125	5	46.6432	16.1293	116	19	71.4507	5.9092	96	62	0.2866
WK_Scan1.qptiff - resolution #1	8b16aa22-ce22-4f51-a983-a813af6c562a	Cell			Annotation	Polygon	8607.2	2540.1	22.25	18.1126	0.8523	6.8394	3.8687	0.8281	83.5638	7855	20.7611	135	44	91	4.1489	390	1.3031	7	2	5	46.0745	4331	39.3753	176	11	165	36.0745	3391	12.8709	66	20	46	69.8617	6567	5.2232	84	62	22	105.75	39.9108	0.8343	14.1839	9.5151	0.7156	33.8263	31.3759	135	6	6.5939	2.446	13	2	24.6784	27.9065	176	5	59.1315	24.7311	116	20	77.8545	9.5915	101	62	19.744	15.5392	92	6	7.2861	2.242	13	2	18.6205	19.9375	123	5	65.6596	23.3465	116	20	80.1175	9.337	101	62	0.2092
WK_Scan1.qptiff - resolution #1	e057a46d-c125-4957-8859-59846040a51a	Cell			Annotation	Polygon	8624	2543.1	50	29.4438	0.7248	10.5778	6.9296	0.7384	65.0837	13212	15.7806	94	31	63	7.7438	1572	2.1966	13	4	9	15.4729	3141	11.1543	80	6	74	72.9409	14807	22.3413	126	32	94	82.3547	16718	8.8794	103	66	37	138.75	46.7511	0.7977	16.3771	12.5352	0.5396	36.9643	24.4683	94	8	9.9536	3.0672	17	4	15.6821	13.2658	108	6	90.2036	30.1016	147	32	87.9929	11.6206	114	66	20.9748	9.5669	57	8	11.2101	2.7688	17	5	15.8011	14.342	108	7	100.0196	29.547	147	40	91.1989	11.7842	114	67	0.3547
WK_Scan1.qptiff - resolution #1	5486849c-55f7-4083-9546-203e16649fd0	Cell			Annotation	Polygon	8634.6	2544.1	40.75	22.9704	0.9705	7.9628	6.5	0.5495	70.0843	11634	13.3863	115	37	78	7.7831	1292	2.5468	19	4	15	22.6687	3763	11.3578	78	9	69	70.9639	11780	23.2887	132	35	97	90.6627	15050	9.1979	113	76	37	152.25	48.1355	0.8257	17.4429	12.3436	0.773	31.2013	25.6339	115	9	11.4059	2.9707	19	4	15.2226	9.758	78	7	114.2111	32.2685	160	35	104.1931	11.101	122	76	16.6966	7.7498	61	9	12.7573	1.7254	18	8	12.4449	7.3769	74	7	130.3438	16.3978	160	86	109.2404	6.6246	122	91	0.2617
WK_Scan1.qptiff - resolution #1	6f00b88d-b8f7-463e-8be0-a3474531225a	Cell			Annotation	Polygon	8557.2	2544.2	20.25	16.2437	0.9644	5.8936	4.3541	0.6644	42.3647	3601	11.8481	78	23	55	13.9647	1187	1.9727	22	10	12	11.3882	968	5.1062	38	8	30	122.3059	10396	11.1494	141	101	40	106.0118	9011	4.352	115	96	19	123.5	40.9981	0.9233	14.3864	11.5	0.4514	17.8116	12.6618	78	6	12.4269	3.0054	22	6	9.1904	4.1818	52	5	116.0902	27.971	166	52	103.0862	10.4349	124	79	12.7705	3.9011	31	6	12.1111	3.0843	18	6	8.7391	3.8191	52	5	114.814	30.1418	166	52	102.4855	11.1947	124	79	0.1578
WK_Scan1.qptiff - resolution #1	387f12b7-3e91-4f60-bc2a-67b46c3e8279	Cell			Annotation	Polygon	8569.3	2547.1	33.5	20.9337	0.9606	7.3237	6	0.4752	52.9429	7412	9.2205	77	30	47	10.9571	1534	2.2373	25	8	17	21.7857	3050	13.2126	90	7	83	95.4214	13359	14.3547	131	69	62	95.4214	13359	5.2259	107	85	22	162.75	47.7096	0.8985	17.2209	12.871	0.6607	23.2504	17.4175	77	3	10.8687	2.9253	25	3	12.8992	11.7764	104	4	102.5405	27.4674	162	44	97.3756	10.1812	119	76	15.1786	7.5888	39	3	10.8447	3.0874	17	3	10.4835	10.0942	104	4	104.4757	29.777	162	44	97.9068	11.0987	119	76	0.2021
WK_Scan1.qptiff - resolution #1	0bdaf564-4cfd-42f3-8ad5-c18db32c6e68	Cell			Annotation	Polygon	8589	2549.6	39.25	22.2663	0.9948	7.7286	6.5	0.5235	62.7438	10039	14.2667	103	35	68	6.4688	1035	2.4338	13	3	10	15.9125	2546	6.7006	35	8	27	59.8812	9581	29.2449	130	25	105	80.7937	12927	10.835	105	66	39	190	50.7092	0.9285	17.4717	14.4411	0.5471	22.8471	22.311	103	2	8.7503	3.8773	16	1	8.9111	4.9819	35	3	81.5608	38.1573	153	16	88.3556	14.1891	124	63	12.2959	6.5496	40	2	9.3537	3.9639	16	1	7.0595	1.7763	15	3	87.2942	38.1981	153	16	90.3554	14.3041	124	63	0.1977
WK_Scan1.qptiff - resolution #1	004878be-4719-455e-823f-445b27af9ebf	Cell			Annotation	Polygon	8613	2552.6	32.5	20.8317	0.9411	7.5853	5.5394	0.693	48.6061	6416	9.4891	70	27	43	10.0455	1326	2.1145	15	6	9	18.7424	2474	6.7277	38	9	29	92.2045	12171	21.9826	151	52	99	92.8182	12252	8.3856	115	77	38	142.25	46.1522	0.8392	16.2154	10.5587	0.7386	21.1829	16.1886	70	7	10.9547	2.8045	17	6	13.0261	8.5038	78	5	101.5366	26.5836	157	52	94.9425	9.7802	116	75	12.9932	4.6308	34	7	11.2262	2.9275	17	6	11.319	8.2349	78	5	104.3235	27.218	157	53	95.5769	10.0817	116	75	0.2216
WK_Scan1.qptiff - resolution #1	2285bd63-6cbf-424e-9455-0eeea8d307e6	Cell			Annotation	Polygon	8649.3	2550.8	36	21.452	0.9831	7.1368	6.254	0.4344	60.1575	8783	14.2353	119	31	88	7.4521	1088	2.2927	14	4	10	15.9178	2324	6.8021	40	5	35	76.3699	11150	24.8541	157	38	119	93.3904	13635	9.635	121	78	43	154.75	46.4913	0.8997	16.466	13.1133	0.6213	24.2138	21.6484	119	3	10.492	4.2269	24	2	10.963	5.9228	62	4	109.783	41.344	227	24	104.7106	14.7315	147	72	13.1891	5.6515	49	3	11.4244	4.2477	24	2	9.4433	4.6773	62	4	120.0315	39.9717	227	24	108.1828	14.2798	147	72	0.2251
WK_Scan1.qptiff - resolution #1	04f9c513-b092-413a-8bf0-9196649cf039	Cell			Annotation	Polygon	8623.8	2553.4	15.75	16.046	0.7687	5.9762	4.0473	0.8116	45.6087	3147	9.6302	70	28	42	11.8696	819	3.8954	28	6	22	34.5507	2384	13.6829	79	12	67	86.2029	5948	14.3338	117	60	57	88.1449	6082	5.8468	102	77	25	85.75	36.6848	0.8007	13.2928	8.9822	0.6868	19.6387	14.9115	70	8	9.7052	2.6822	28	6	18.4277	13.8811	79	5	83.3526	14.54	134	59	86.7514	5.8415	104	77	13.1697	6.6695	42	8	9.1661	1.9471	15	6	14.4116	10.6562	61	5	82.6426	14.5295	134	59	86.4043	5.7988	104	77	0.1879
WK_Scan1.qptiff - resolution #1	165c4c24-db66-4d53-8083-1b926468e4cd	Cell			Annotation	Polygon	8601.8	2555.1	46.25	27.3031	0.7796	9.6836	7.368	0.384	56.0326	10310	14.2935	83	26	57	7.4239	1366	2.5078	13	3	10	15.1196	2782	11.6054	71	6	65	68.3804	12582	27.5799	132	31	101	83.7065	15402	10.2595	108	69	39	185.75	51.8879	0.867	17.742	14.2086	0.6046	24.4913	20.305	83	4	9.1342	2.9312	16	2	11.6054	10.4528	79	4	84.4201	29.435	144	17	89.3611	11.1358	112	64	14.1462	6.8486	43	4	9.6952	2.8432	16	2	10.4528	9.7856	79	4	89.6809	28.1118	144	17	91.2157	10.789	112	64	0.2427
WK_Scan1.qptiff - resolution #1	f74fd9e8-3b01-4e77-b72e-c16478e6eb2c	Cell			Annotation	Polygon	8558.9	2556.3	41.5	24.2521	0.8867	8.8905	6.4723	0.6892	39.6082	6773	8.0267	56	22	34	9.3158	1593	1.7472	14	6	8	9.8655	1687	2.4969	20	6	14	85.3275	14591	15.0422	124	57	67	92.1345	15755	5.7312	106	82	24	184.75	50.7133	0.9027	18.5383	13	0.6858	18.2608	13.2688	56	2	9.3676	3.5475	16	1	7.6405	2.2389	20	3	86.6013	35.4774	155	15	92.7851	13.3484	123	66	11.8453	5.5997	31	2	9.3831	3.9317	16	1	6.9719	1.6485	11	3	86.9842	39.6133	155	15	92.9807	14.8938	123	66	0.2237
WK_Scan1.qptiff - resolution #1	736d4b6c-ac50-4556-b240-617588300e32	Cell			Annotation	Polygon	8660.5	2555.4	18.25	15.9616	0.9002	5.8841	4.4127	0.6349	41.6364	3206	9.361	72	24	48	10.2078	786	1.5756	14	7	7	17.6883	1362	11.8491	76	9	67	107.6753	8291	16.8308	145	80	65	105.1948	8100	5.9671	119	94	25	113	39.5219	0.9091	14.8763	10.8309	0.6888	19.7797	14.0959	72	2	9.4097	3.21	16	2	10.7026	7.0528	76	4	98.7555	33.2486	158	22	101.5793	11.844	125	75	15.3156	10.1912	57	2	9.2467	3.4286	16	2	9.2759	4.4175	52	4	96.9337	35.4257	158	22	100.8409	12.5931	125	75	0.1568
WK_Scan1.qptiff - resolution #1	f3b321be-fcb8-45b8-bf8d-d4ef5de7aedd	Cell			Annotation	Polygon	8653.7	2561.3	14	15.556	0.727	6.7484	2.655	0.9146	67.2069	3898	19.8572	107	25	82	9.1207	529	11.5486	83	3	80	21.3103	1236	15.1115	67	9	58	58.5345	3395	15.6466	101	40	61	87.7241	5088	6.5153	105	80	25	70.75	32.9971	0.8166	12.9212	7.1287	0.8192	25.1562	24.1515	107	2	9.9062	6.3522	83	1	12.9965	10.109	67	3	95.1458	40.6998	152	20	100.4375	13.5344	119	75	14.5522	8.4907	48	2	10.1043	4.1445	18	1	10.9	7.0223	66	3	104.3783	39.8746	152	20	103.6435	12.9518	119	75	0.189
WK_Scan1.qptiff - resolution #1	080616c5-3bb3-4b17-aeb2-8e912ac8242c	Cell			Annotation	Polygon	8633.3	2559.6	40.25	23.0893	0.9488	7.6197	6.8389	0.3239	53.5928	8950	12.0402	103	28	75	6.0539	1011	2.7293	13	2	11	15.2036	2539	10.3595	79	7	72	61.7605	10314	26.7582	124	31	93	86.5509	14454	8.796	108	74	34	157.75	46.8334	0.9038	16.2651	13.5	0.4837	24.6079	19.0055	103	8	9.4315	3.285	17	2	10.8551	7.2535	79	5	94.9496	33.0304	169	31	95.8283	12.2562	126	74	14.265	5.5866	36	8	10.6368	2.5431	17	6	9.3034	4.9097	54	5	106.7927	26.3093	169	63	99.1389	11.6047	126	76	0.2506
WK_Scan1.qptiff - resolution #1	a3ae0bd3-d256-4cc9-a20c-65889a904312	Cell			Annotation	Polygon	8591.3	2562.4	31.25	20.7255	0.9142	7.6131	5.2692	0.7398	53.8571	6786	10.0006	71	30	41	6.6508	838	1.8475	12	4	8	12.619	1590	8.0338	50	6	44	60.9206	7676	16.6626	107	35	72	81.4048	10257	6.0441	96	71	25	119.25	43.5341	0.7907	16.6899	9	0.8175	23.9023	19.397	71	5	9.0083	3.6418	22	4	9.3119	5.8554	56	4	83.9751	33.6992	152	35	90.1434	12.5684	115	71	13.2704	6.4895	41	5	9.8451	3.7547	22	4	8.138	4.2924	56	4	92.1577	34.4308	152	39	93.2451	12.8243	115	72	0.2555
WK_Scan1.qptiff - resolution #1	3981ba0c-1194-447c-9161-931e606bd18a	Cell			Annotation	Polygon	8644.7	2562.8	23	19.3929	0.7685	7.0501	4.7549	0.6371	45.52	4552	9.0648	70	27	43	5.82	582	1.9456	11	3	8	10.28	1028	2.7855	19	6	13	61.28	6128	22.1952	126	33	93	89.16	8916	8.9913	114	78	36	85.75	39.8473	0.6787	14.8951	9.4959	0.7264	23.9769	14.9367	70	11	9.9481	3.4704	16	3	9.4006	1.9393	19	6	102.7867	35.6964	155	33	102.1268	12.1273	121	78	15.2551	3.9606	33	11	11.6194	2.3841	16	5	9.0445	1.3136	18	6	119.5911	24.7001	155	55	107.3765	8.8488	121	84	0.2693
