"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"1330","TAL B","IG Mesangial Cell","Flrt1","Adgrl1",0.00412131592609394,0,"FLRT1_ADGRL1","Flrt1 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1331","IG Mesangial Cell","Efferent VSMC","Nrxn3","Adgrl1",0.00962097701913916,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1332","TAL B","Efferent VSMC","Nrxn3","Adgrl1",0.00858823866698635,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1333","MD","Efferent VSMC","Nrxn3","Adgrl1",0.00696714813700687,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1334","IG Mesangial Cell","IG Mesangial Cell","Nrxn3","Adgrl1",0.00948654349413827,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1335","TAL B","IG Mesangial Cell","Nrxn3","Adgrl1",0.00846811216801935,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1336","MD","IG Mesangial Cell","Nrxn3","Adgrl1",0.00686953924646388,0,"NRXN3_ADGRL1","Nrxn3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1337","Efferent VSMC","Efferent VSMC","Tenm2","Adgrl1",0.0530796420031259,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1338","Granular Cell","Efferent VSMC","Tenm2","Adgrl1",0.0107267268320883,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1339","TAL A","Efferent VSMC","Tenm2","Adgrl1",0.0438235473145626,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1340","TAL B","Efferent VSMC","Tenm2","Adgrl1",0.0390966196990471,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1341","MD","Efferent VSMC","Tenm2","Adgrl1",0.0584399163347145,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1342","Efferent VSMC","IG Mesangial Cell","Tenm2","Adgrl1",0.0523700727604432,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1343","Granular Cell","IG Mesangial Cell","Tenm2","Adgrl1",0.0105770077180516,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1344","TAL A","IG Mesangial Cell","Tenm2","Adgrl1",0.0432320644462451,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1345","TAL B","IG Mesangial Cell","Tenm2","Adgrl1",0.038566362526553,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1346","MD","IG Mesangial Cell","Tenm2","Adgrl1",0.0576630544157243,0,"TENM2_ADGRL1","Tenm2 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1347","Efferent VSMC","Efferent VSMC","Tenm3","Adgrl1",0.00843734313737134,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1348","EG Mesangial Cell","Efferent VSMC","Tenm3","Adgrl1",0.0270928884959989,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1349","Granular Cell","Efferent VSMC","Tenm3","Adgrl1",0.00780845739001224,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1350","IG Mesangial Cell","Efferent VSMC","Tenm3","Adgrl1",0.00822337636347607,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1351","Efferent VSMC","IG Mesangial Cell","Tenm3","Adgrl1",0.00831930955240638,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1352","EG Mesangial Cell","IG Mesangial Cell","Tenm3","Adgrl1",0.0267209075170737,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1353","Granular Cell","IG Mesangial Cell","Tenm3","Adgrl1",0.00769915324388946,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1354","IG Mesangial Cell","IG Mesangial Cell","Tenm3","Adgrl1",0.00810831157389342,0,"TENM3_ADGRL1","Tenm3 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1355","Pericyte","Efferent VSMC","Tenm4","Adgrl1",0.00672817728647009,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1356","Efferent VSMC","Efferent VSMC","Tenm4","Adgrl1",0.021842195885227,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1357","EG Mesangial Cell","Efferent VSMC","Tenm4","Adgrl1",0.00522219746421802,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1358","Granular Cell","Efferent VSMC","Tenm4","Adgrl1",0.0197654551386282,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1359","Afferent VSMC","Efferent VSMC","Tenm4","Adgrl1",0.00574169156336003,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1360","TAL A","Efferent VSMC","Tenm4","Adgrl1",0.00654587171100652,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1361","TAL B","Efferent VSMC","Tenm4","Adgrl1",0.00533268029139365,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1362","Pericyte","IG Mesangial Cell","Tenm4","Adgrl1",0.0066338939824355,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1363","Efferent VSMC","IG Mesangial Cell","Tenm4","Adgrl1",0.0215407099281743,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1364","EG Mesangial Cell","IG Mesangial Cell","Tenm4","Adgrl1",0.00514890836235057,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1365","Granular Cell","IG Mesangial Cell","Tenm4","Adgrl1",0.0194920630379449,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1366","Afferent VSMC","IG Mesangial Cell","Tenm4","Adgrl1",0.0056611532936511,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1367","TAL A","IG Mesangial Cell","Tenm4","Adgrl1",0.00645412649178926,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1368","TAL B","IG Mesangial Cell","Tenm4","Adgrl1",0.00525784885223457,0,"TENM4_ADGRL1","Tenm4 - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1369","TAL A","Efferent VSMC","TENM2_FLRT1","Adgrl1",0.012985727786189,0,"TENM2_FLRT1_ADGRL1","(Tenm2+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1370","TAL B","Efferent VSMC","TENM2_FLRT1","Adgrl1",0.0129000287987594,0,"TENM2_FLRT1_ADGRL1","(Tenm2+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1371","TAL A","IG Mesangial Cell","TENM2_FLRT1","Adgrl1",0.0128048866108901,0,"TENM2_FLRT1_ADGRL1","(Tenm2+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1372","TAL B","IG Mesangial Cell","TENM2_FLRT1","Adgrl1",0.0127203656993573,0,"TENM2_FLRT1_ADGRL1","(Tenm2+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1373","TAL A","Efferent VSMC","TENM4_FLRT1","Adgrl1",0.00496371540337531,0,"TENM4_FLRT1_ADGRL1","(Tenm4+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1374","TAL B","Efferent VSMC","TENM4_FLRT1","Adgrl1",0.00472148132254699,0,"TENM4_FLRT1_ADGRL1","(Tenm4+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1375","TAL A","IG Mesangial Cell","TENM4_FLRT1","Adgrl1",0.00489403603080215,0,"TENM4_FLRT1_ADGRL1","(Tenm4+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1376","TAL B","IG Mesangial Cell","TENM4_FLRT1","Adgrl1",0.0046551864617472,0,"TENM4_FLRT1_ADGRL1","(Tenm4+Flrt1) - Adgrl1","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1377","TAL A","EG Mesangial Cell","Flrt1","Adgrl2",0.00389190210573849,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1378","TAL B","EG Mesangial Cell","Flrt1","Adgrl2",0.0043237139453717,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1379","TAL A","Granular Cell","Flrt1","Adgrl2",0.00390038330325122,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1380","TAL B","Granular Cell","Flrt1","Adgrl2",0.00433313204989015,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1381","TAL A","Afferent VSMC","Flrt1","Adgrl2",0.00405541946315758,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1382","TAL B","Afferent VSMC","Flrt1","Adgrl2",0.00450529171982519,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1383","TAL A","IG Mesangial Cell","Flrt1","Adgrl2",0.0134328947216882,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1384","TAL B","IG Mesangial Cell","Flrt1","Adgrl2",0.0149074502101195,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1385","TAL A","TAL A","Flrt1","Adgrl2",0.004654508622437,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1386","TAL B","TAL A","Flrt1","Adgrl2",0.00517049349751017,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1387","TAL A","TAL B","Flrt1","Adgrl2",0.00386536161403561,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1388","TAL B","TAL B","Flrt1","Adgrl2",0.00429424144463979,0,"FLRT1_ADGRL2","Flrt1 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1389","Efferent VSMC","EG Mesangial Cell","Tenm2","Adgrl2",0.0548115561138838,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1390","TAL A","EG Mesangial Cell","Tenm2","Adgrl2",0.0452678859287355,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1391","TAL B","EG Mesangial Cell","Tenm2","Adgrl2",0.0403917490498807,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1392","MD","EG Mesangial Cell","Tenm2","Adgrl2",0.0603355845509826,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1393","Efferent VSMC","Granular Cell","Tenm2","Adgrl2",0.0549248824785463,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1394","TAL A","Granular Cell","Tenm2","Adgrl2",0.0453624271553709,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1395","TAL B","Granular Cell","Tenm2","Adgrl2",0.0404765382921844,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1396","MD","Granular Cell","Tenm2","Adgrl2",0.0604596016247735,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1397","Efferent VSMC","Afferent VSMC","Tenm2","Adgrl2",0.0569920469552798,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1398","TAL A","Afferent VSMC","Tenm2","Adgrl2",0.0470876285103821,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1399","TAL B","Afferent VSMC","Tenm2","Adgrl2",0.0420241018240491,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1400","MD","Afferent VSMC","Tenm2","Adgrl2",0.062721247447128,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1401","Efferent VSMC","IG Mesangial Cell","Tenm2","Adgrl2",0.168114388296905,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1402","Granular Cell","IG Mesangial Cell","Tenm2","Adgrl2",0.0376204571012836,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1403","TAL A","IG Mesangial Cell","Tenm2","Adgrl2",0.141802382974928,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1404","TAL B","IG Mesangial Cell","Tenm2","Adgrl2",0.127921054449631,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1405","MD","IG Mesangial Cell","Tenm2","Adgrl2",0.18284831677289,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1406","Efferent VSMC","TAL A","Tenm2","Adgrl2",0.0649016262369306,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1407","TAL A","TAL A","Tenm2","Adgrl2",0.0537009108869538,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1408","TAL B","TAL A","Tenm2","Adgrl2",0.0479620245081886,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1409","MD","TAL A","Tenm2","Adgrl2",0.0713657737447114,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1410","Efferent VSMC","TAL B","Tenm2","Adgrl2",0.0544567569871677,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1411","TAL A","TAL B","Tenm2","Adgrl2",0.0449719243286195,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1412","TAL B","TAL B","Tenm2","Adgrl2",0.0401263277607939,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1413","MD","TAL B","Tenm2","Adgrl2",0.0599472958593514,0,"TENM2_ADGRL2","Tenm2 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1414","Efferent VSMC","EG Mesangial Cell","Tenm3","Adgrl2",0.0087260647940151,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1415","EG Mesangial Cell","EG Mesangial Cell","Tenm3","Adgrl2",0.0280019654721786,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1416","Granular Cell","EG Mesangial Cell","Tenm3","Adgrl2",0.00807583416337035,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1417","IG Mesangial Cell","EG Mesangial Cell","Tenm3","Adgrl2",0.00850483898518188,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1418","Efferent VSMC","Granular Cell","Tenm3","Adgrl2",0.00874498807012351,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1419","EG Mesangial Cell","Granular Cell","Tenm3","Adgrl2",0.0280615069753758,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1420","Granular Cell","Granular Cell","Tenm3","Adgrl2",0.0080933588671864,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1421","IG Mesangial Cell","Granular Cell","Tenm3","Adgrl2",0.00852328663775512,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1422","Efferent VSMC","Afferent VSMC","Tenm3","Adgrl2",0.00909083474787205,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1423","EG Mesangial Cell","Afferent VSMC","Tenm3","Adgrl2",0.0291488190094807,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1424","Granular Cell","Afferent VSMC","Tenm3","Adgrl2",0.00841365365940869,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1425","IG Mesangial Cell","Afferent VSMC","Tenm3","Adgrl2",0.00886044384242405,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1426","Efferent VSMC","IG Mesangial Cell","Tenm3","Adgrl2",0.0297638921889137,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1427","EG Mesangial Cell","IG Mesangial Cell","Tenm3","Adgrl2",0.0912351504593938,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1428","Granular Cell","IG Mesangial Cell","Tenm3","Adgrl2",0.0275896404833654,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1429","IG Mesangial Cell","IG Mesangial Cell","Tenm3","Adgrl2",0.0290249260079967,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1430","Efferent VSMC","TAL A","Tenm3","Adgrl2",0.0104259964522194,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1431","EG Mesangial Cell","TAL A","Tenm3","Adgrl2",0.0333307867383513,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1432","Granular Cell","TAL A","Tenm3","Adgrl2",0.00965032705922232,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1433","IG Mesangial Cell","TAL A","Tenm3","Adgrl2",0.010162115280491,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1434","Efferent VSMC","TAL B","Tenm3","Adgrl2",0.00866684497448155,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1435","EG Mesangial Cell","TAL B","Tenm3","Adgrl2",0.0278155996890321,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1436","Granular Cell","TAL B","Tenm3","Adgrl2",0.0080209914556286,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1437","IG Mesangial Cell","TAL B","Tenm3","Adgrl2",0.00844710773047714,0,"TENM3_ADGRL2","Tenm3 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1438","Efferent VSMC","EG Mesangial Cell","Tenm4","Adgrl2",0.0225791795229043,0,"TENM4_ADGRL2","Tenm4 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
"1439","Granular Cell","EG Mesangial Cell","Tenm4","Adgrl2",0.0204338306961536,0,"TENM4_ADGRL2","Tenm4 - Adgrl2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405"
